target_name,model,requested_fpr,metric,n_repeats,mean,sd,median,q025,q975
FILD or FILA ADJUDICATED,combined,0.1,fpr_lower,10,0.1,0.0,0.1,0.1,0.1
FILD or FILA ADJUDICATED,combined,0.1,tpr_lower,10,0.4874590905701037,0.05287817629513602,0.4938229248044957,0.40264126856678806,0.5694530860596376
FILD or FILA ADJUDICATED,combined,0.1,ppv_lower,10,0.08905486245937796,0.008386233089040605,0.09018671949910972,0.07542054506388178,0.10185409429678081
FILD or FILA ADJUDICATED,combined,0.1,acc_lower,10,0.8844840426522131,0.0011150249335196976,0.8846182347583199,0.882695516780733,0.8862130234109187
FILD or FILA ADJUDICATED,combined,0.1,npv_lower,10,0.9877894044240783,0.001244373551386666,0.9879378758875952,0.9857958504544829,0.9897217803690017
FILD or FILA ADJUDICATED,combined,0.1,LR+_lower,2,4.6454946983252325,0.20258986330736928,4.6454946983252325,4.509404665488151,4.781584731162314
FILD or FILA ADJUDICATED,combined,0.1,LR-_lower,2,0.3894400643833421,0.0228470918196606,0.3894400643833421,0.3740924975050721,0.40478763126161216
FILD or FILA ADJUDICATED,combined,0.1,threshold_lower,10,0.2514366588188424,0.16416422848540843,0.2531854573137631,0.02052349471294176,0.48233469237695986
FILD or FILA ADJUDICATED,combined,0.1,expected_fp_lower,10,756.7,0.0,756.7,756.7,756.7
FILD or FILA ADJUDICATED,combined,0.1,expected_tn_lower,10,6810.3,0.0,6810.3,6810.3,6810.3
FILD or FILA ADJUDICATED,combined,0.1,expected_flags_lower,10,848.6,8.65961251378425,849.7,834.6,861.9000000000001
FILD or FILA ADJUDICATED,combined,0.1,sensitivity,10,0.5638036809815951,0.05312645713978071,0.5705521472392638,0.47791411042944787,0.645398773006135
